Job_title,Link,Company_name,Location&Area,Date,Classification&Subclassification,Salary
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Customer Service and Sales Support,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Wellfit-Wstar,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Administrator,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Adecco Office,location: Canterbury area: Christchurch,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Category Manager,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Bidfood,location: Auckland area: Auckland Central,"20d ago,at",Administration & Office Support subClassification: Other,
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=da540255-4415-4718-ace1-d5c9d7adf261,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=da540255-4415-4718-ace1-d5c9d7adf261,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=da540255-4415-4718-ace1-d5c9d7adf261,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=da540255-4415-4718-ace1-d5c9d7adf261,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=da540255-4415-4718-ace1-d5c9d7adf261,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=da540255-4415-4718-ace1-d5c9d7adf261,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=da540255-4415-4718-ace1-d5c9d7adf261,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=da540255-4415-4718-ace1-d5c9d7adf261,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
Team Administrator,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Auckland area: Auckland Central,"30d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Executive Assistant,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"24d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Customer Service and Sales Support,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Wellfit-Wstar,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Administrator,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Adecco Office,location: Canterbury area: Christchurch,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Category Manager,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Bidfood,location: Auckland area: Auckland Central,"20d ago,at",Administration & Office Support subClassification: Other,
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=e34ea19f-110d-43f2-bece-3ef12f2ff488,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=770ba5fb-5cd8-4bc7-9aa6-2dd7f85f2372,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=770ba5fb-5cd8-4bc7-9aa6-2dd7f85f2372,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=770ba5fb-5cd8-4bc7-9aa6-2dd7f85f2372,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=770ba5fb-5cd8-4bc7-9aa6-2dd7f85f2372,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=770ba5fb-5cd8-4bc7-9aa6-2dd7f85f2372,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=770ba5fb-5cd8-4bc7-9aa6-2dd7f85f2372,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=770ba5fb-5cd8-4bc7-9aa6-2dd7f85f2372,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=770ba5fb-5cd8-4bc7-9aa6-2dd7f85f2372,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=91747c2c-e6c0-468d-b369-77d4f1fed733,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
